"Codi";"Sigles";"Vots";"percent"
"08007";"Sí - Sí";"3467";"89,68"
"08007";"Sí - No";"190";"4,91"
"08007";"Sí - En blanc";"24";",62"
"08007";"No";"72";"1,86"
"08007";"En blanc";"21";",54"
"08007";"Altres";"92";"2,38"
"08009";"Sí - Sí";"4261";"86,32"
"08009";"Sí - No";"375";"7,60"
"08009";"Sí - En blanc";"27";",55"
"08009";"No";"157";"3,18"
"08009";"En blanc";"26";",53"
"08009";"Altres";"90";"1,82"
"08029";"Sí - Sí";"1832";"85,89"
"08029";"Sí - No";"191";"8,95"
"08029";"Sí - En blanc";"27";"1,27"
"08029";"No";"41";"1,92"
"08029";"En blanc";"10";",47"
"08029";"Altres";"32";"1,50"
"08030";"Sí - Sí";"2673";"86,28"
"08030";"Sí - No";"272";"8,78"
"08030";"Sí - En blanc";"17";",55"
"08030";"No";"51";"1,65"
"08030";"En blanc";"13";",42"
"08030";"Altres";"72";"2,32"
"08032";"Sí - Sí";"836";"83,77"
"08032";"Sí - No";"82";"8,22"
"08032";"Sí - En blanc";"11";"1,10"
"08032";"No";"19";"1,90"
"08032";"En blanc";"9";",90"
"08032";"Altres";"41";"4,11"
"08035";"Sí - Sí";"5342";"88,30"
"08035";"Sí - No";"353";"5,83"
"08035";"Sí - En blanc";"41";",68"
"08035";"No";"167";"2,76"
"08035";"En blanc";"24";",40"
"08035";"Altres";"123";"2,03"
"08040";"Sí - Sí";"4729";"86,06"
"08040";"Sí - No";"380";"6,92"
"08040";"Sí - En blanc";"52";",95"
"08040";"No";"177";"3,22"
"08040";"En blanc";"28";",51"
"08040";"Altres";"129";"2,35"
"08075";"Sí - Sí";"1345";"82,72"
"08075";"Sí - No";"138";"8,49"
"08075";"Sí - En blanc";"20";"1,23"
"08075";"No";"77";"4,74"
"08075";"En blanc";"4";",25"
"08075";"Altres";"42";"2,58"
"08110";"Sí - Sí";"4542";"82,64"
"08110";"Sí - No";"415";"7,55"
"08110";"Sí - En blanc";"77";"1,40"
"08110";"No";"217";"3,95"
"08110";"En blanc";"23";",42"
"08110";"Altres";"222";"4,04"
"08118";"Sí - Sí";"7729";"83,43"
"08118";"Sí - No";"960";"10,36"
"08118";"Sí - En blanc";"67";",72"
"08118";"No";"275";"2,97"
"08118";"En blanc";"40";",43"
"08118";"Altres";"193";"2,08"
"08121";"Sí - Sí";"26474";"80,27"
"08121";"Sí - No";"3341";"10,13"
"08121";"Sí - En blanc";"337";"1,02"
"08121";"No";"1471";"4,46"
"08121";"En blanc";"163";",49"
"08121";"Altres";"1195";"3,62"
"08126";"Sí - Sí";"2917";"76,84"
"08126";"Sí - No";"504";"13,28"
"08126";"Sí - En blanc";"31";",82"
"08126";"No";"194";"5,11"
"08126";"En blanc";"17";",45"
"08126";"Altres";"133";"3,50"
"08153";"Sí - Sí";"324";"92,05"
"08153";"Sí - No";"9";"2,56"
"08153";"Sí - En blanc";"1";",28"
"08153";"No";"4";"1,14"
"08153";"En blanc";"3";",85"
"08153";"Altres";"11";"3,13"
"08155";"Sí - Sí";"2109";"80,47"
"08155";"Sí - No";"260";"9,92"
"08155";"Sí - En blanc";"28";"1,07"
"08155";"No";"105";"4,01"
"08155";"En blanc";"13";",50"
"08155";"Altres";"106";"4,04"
"08163";"Sí - Sí";"5292";"81,18"
"08163";"Sí - No";"533";"8,18"
"08163";"Sí - En blanc";"51";",78"
"08163";"No";"339";"5,20"
"08163";"En blanc";"28";",43"
"08163";"Altres";"276";"4,23"
"08230";"Sí - Sí";"2987";"81,75"
"08230";"Sí - No";"433";"11,85"
"08230";"Sí - En blanc";"18";",49"
"08230";"No";"118";"3,23"
"08230";"En blanc";"19";",52"
"08230";"Altres";"79";"2,16"
"08172";"Sí - Sí";"7716";"81,55"
"08172";"Sí - No";"1012";"10,70"
"08172";"Sí - En blanc";"76";",80"
"08172";"No";"365";"3,86"
"08172";"En blanc";"43";",45"
"08172";"Altres";"250";"2,64"
"08197";"Sí - Sí";"3283";"85,05"
"08197";"Sí - No";"353";"9,15"
"08197";"Sí - En blanc";"40";"1,04"
"08197";"No";"92";"2,38"
"08197";"En blanc";"16";",41"
"08197";"Altres";"76";"1,97"
"08203";"Sí - Sí";"1060";"86,53"
"08203";"Sí - No";"77";"6,29"
"08203";"Sí - En blanc";"16";"1,31"
"08203";"No";"36";"2,94"
"08203";"En blanc";"6";",49"
"08203";"Altres";"30";"2,45"
"08193";"Sí - Sí";"455";"86,01"
"08193";"Sí - No";"35";"6,62"
"08193";"Sí - En blanc";"12";"2,27"
"08193";"No";"8";"1,51"
"08193";"En blanc";"3";",57"
"08193";"Altres";"16";"3,02"
"08235";"Sí - Sí";"2058";"89,13"
"08235";"Sí - No";"156";"6,76"
"08235";"Sí - En blanc";"14";",61"
"08235";"No";"32";"1,39"
"08235";"En blanc";"16";",69"
"08235";"Altres";"33";"1,43"
"08264";"Sí - Sí";"1859";"85,47"
"08264";"Sí - No";"191";"8,78"
"08264";"Sí - En blanc";"16";",74"
"08264";"No";"61";"2,80"
"08264";"En blanc";"9";",41"
"08264";"Altres";"39";"1,79"
"08261";"Sí - Sí";"855";"85,33"
"08261";"Sí - No";"68";"6,79"
"08261";"Sí - En blanc";"8";",80"
"08261";"No";"33";"3,29"
"08261";"En blanc";"3";",30"
"08261";"Altres";"35";"3,49"
"08281";"Sí - Sí";"2542";"85,97"
"08281";"Sí - No";"262";"8,86"
"08281";"Sí - En blanc";"11";",37"
"08281";"No";"62";"2,10"
"08281";"En blanc";"8";",27"
"08281";"Altres";"72";"2,43"
"08282";"Sí - Sí";"3197";"84,04"
"08282";"Sí - No";"388";"10,20"
"08282";"Sí - En blanc";"26";",68"
"08282";"No";"102";"2,68"
"08282";"En blanc";"21";",55"
"08282";"Altres";"70";"1,84"
"08284";"Sí - Sí";"3982";"83,50"
"08284";"Sí - No";"343";"7,19"
"08284";"Sí - En blanc";"47";",99"
"08284";"No";"195";"4,09"
"08284";"En blanc";"24";",50"
"08284";"Altres";"178";"3,73"
"08214";"Sí - Sí";"3480";"86,91"
"08214";"Sí - No";"286";"7,14"
"08214";"Sí - En blanc";"41";"1,02"
"08214";"No";"88";"2,20"
"08214";"En blanc";"23";",57"
"08214";"Altres";"86";"2,15"
"08219";"Sí - Sí";"7256";"83,91"
"08219";"Sí - No";"844";"9,76"
"08219";"Sí - En blanc";"82";",95"
"08219";"No";"248";"2,87"
"08219";"En blanc";"59";",68"
"08219";"Altres";"158";"1,83"
"43004";"Sí - Sí";"2744";"86,53"
"43004";"Sí - No";"156";"4,92"
"43004";"Sí - En blanc";"41";"1,29"
"43004";"No";"103";"3,25"
"43004";"En blanc";"31";",98"
"43004";"Altres";"96";"3,03"
"43014";"Sí - Sí";"5954";"84,86"
"43014";"Sí - No";"467";"6,66"
"43014";"Sí - En blanc";"52";",74"
"43014";"No";"283";"4,03"
"43014";"En blanc";"46";",66"
"43014";"Altres";"214";"3,05"
"43062";"Sí - Sí";"130";"76,47"
"43062";"Sí - No";"15";"8,82"
"43062";"Sí - En blanc";"1";",59"
"43062";"No";"4";"2,35"
"43062";"En blanc";"4";"2,35"
"43062";"Altres";"16";"9,41"
"43063";"Sí - Sí";"208";"81,89"
"43063";"Sí - No";"16";"6,30"
"43063";"Sí - En blanc";"2";",79"
"43063";"No";"13";"5,12"
"43063";"En blanc";"2";",79"
"43063";"Altres";"13";"5,12"
"43068";"Sí - Sí";"159";"73,61"
"43068";"Sí - No";"17";"7,87"
"43068";"Sí - En blanc";"1";",46"
"43068";"No";"19";"8,80"
"43068";"En blanc";"3";"1,39"
"43068";"Altres";"17";"7,87"
"43077";"Sí - Sí";"113";"64,57"
"43077";"Sí - No";"30";"17,14"
"43077";"Sí - En blanc";"8";"4,57"
"43077";"No";"18";"10,29"
"43077";"En blanc";"2";"1,14"
"43077";"Altres";"4";"2,29"
"43078";"Sí - Sí";"387";"81,82"
"43078";"Sí - No";"29";"6,13"
"43078";"Sí - En blanc";"4";",85"
"43078";"No";"30";"6,34"
"43078";"En blanc";"6";"1,27"
"43078";"Altres";"17";"3,59"
"43136";"Sí - Sí";"4655";"87,48"
"43136";"Sí - No";"277";"5,21"
"43136";"Sí - En blanc";"91";"1,71"
"43136";"No";"135";"2,54"
"43136";"En blanc";"21";",39"
"43136";"Altres";"142";"2,67"
"43902";"Sí - Sí";"1060";"84,26"
"43902";"Sí - No";"55";"4,37"
"43902";"Sí - En blanc";"32";"2,54"
"43902";"No";"43";"3,42"
"43902";"En blanc";"11";",87"
"43902";"Altres";"57";"4,53"
"43138";"Sí - Sí";"1006";"79,71"
"43138";"Sí - No";"93";"7,37"
"43138";"Sí - En blanc";"23";"1,82"
"43138";"No";"78";"6,18"
"43138";"En blanc";"12";",95"
"43138";"Altres";"50";"3,96"
"43044";"Sí - Sí";"1284";"75,31"
"43044";"Sí - No";"159";"9,33"
"43044";"Sí - En blanc";"29";"1,70"
"43044";"No";"114";"6,69"
"43044";"En blanc";"14";",82"
"43044";"Altres";"105";"6,16"
"43156";"Sí - Sí";"1556";"82,42"
"43156";"Sí - No";"131";"6,94"
"43156";"Sí - En blanc";"36";"1,91"
"43156";"No";"81";"4,29"
"43156";"En blanc";"14";",74"
"43156";"Altres";"70";"3,71"
"25002";"Sí - Sí";"236";"83,69"
"25002";"Sí - No";"19";"6,74"
"25002";"Sí - En blanc";"7";"2,48"
"25002";"No";"4";"1,42"
"25002";"En blanc";"8";"2,84"
"25002";"Altres";"8";"2,84"
"25008";"Sí - Sí";"718";"87,99"
"25008";"Sí - No";"35";"4,29"
"25008";"Sí - En blanc";"10";"1,23"
"25008";"No";"15";"1,84"
"25008";"En blanc";"5";",61"
"25008";"Altres";"33";"4,04"
"25015";"Sí - Sí";"208";"90,04"
"25015";"Sí - No";"6";"2,60"
"25015";"Sí - En blanc";"4";"1,73"
"25015";"No";"3";"1,30"
"25015";"En blanc";"4";"1,73"
"25015";"Altres";"6";"2,60"
"25022";"Sí - Sí";"65";"100,00"
"25022";"Sí - No";"0";",00"
"25022";"Sí - En blanc";"0";",00"
"25022";"No";"0";",00"
"25022";"En blanc";"0";",00"
"25022";"Altres";"0";",00"
"25034";"Sí - Sí";"1463";"89,98"
"25034";"Sí - No";"70";"4,31"
"25034";"Sí - En blanc";"27";"1,66"
"25034";"No";"16";",98"
"25034";"En blanc";"12";",74"
"25034";"Altres";"38";"2,34"
"25037";"Sí - Sí";"217";"88,57"
"25037";"Sí - No";"7";"2,86"
"25037";"Sí - En blanc";"6";"2,45"
"25037";"No";"5";"2,04"
"25037";"En blanc";"1";",41"
"25037";"Altres";"9";"3,67"
"25040";"Sí - Sí";"4612";"87,10"
"25040";"Sí - No";"288";"5,44"
"25040";"Sí - En blanc";"70";"1,32"
"25040";"No";"188";"3,55"
"25040";"En blanc";"47";",89"
"25040";"Altres";"90";"1,70"
"25042";"Sí - Sí";"108";"89,26"
"25042";"Sí - No";"6";"4,96"
"25042";"Sí - En blanc";"0";",00"
"25042";"No";"2";"1,65"
"25042";"En blanc";"0";",00"
"25042";"Altres";"5";"4,13"
"25047";"Sí - Sí";"700";"91,86"
"25047";"Sí - No";"26";"3,41"
"25047";"Sí - En blanc";"10";"1,31"
"25047";"No";"13";"1,71"
"25047";"En blanc";"2";",26"
"25047";"Altres";"11";"1,44"
"25049";"Sí - Sí";"94";"79,66"
"25049";"Sí - No";"8";"6,78"
"25049";"Sí - En blanc";"3";"2,54"
"25049";"No";"9";"7,63"
"25049";"En blanc";"4";"3,39"
"25049";"Altres";"0";",00"
"25060";"Sí - Sí";"43";"93,48"
"25060";"Sí - No";"0";",00"
"25060";"Sí - En blanc";"1";"2,17"
"25060";"No";"0";",00"
"25060";"En blanc";"1";"2,17"
"25060";"Altres";"1";"2,17"
"25062";"Sí - Sí";"433";"90,78"
"25062";"Sí - No";"16";"3,35"
"25062";"Sí - En blanc";"10";"2,10"
"25062";"No";"5";"1,05"
"25062";"En blanc";"6";"1,26"
"25062";"Altres";"7";"1,47"
"25069";"Sí - Sí";"244";"91,73"
"25069";"Sí - No";"9";"3,38"
"25069";"Sí - En blanc";"4";"1,50"
"25069";"No";"5";"1,88"
"25069";"En blanc";"1";",38"
"25069";"Altres";"3";"1,13"
"25079";"Sí - Sí";"171";"84,24"
"25079";"Sí - No";"11";"5,42"
"25079";"Sí - En blanc";"7";"3,45"
"25079";"No";"7";"3,45"
"25079";"En blanc";"1";",49"
"25079";"Altres";"6";"2,96"
"25094";"Sí - Sí";"73";"85,88"
"25094";"Sí - No";"7";"8,24"
"25094";"Sí - En blanc";"2";"2,35"
"25094";"No";"0";",00"
"25094";"En blanc";"0";",00"
"25094";"Altres";"3";"3,53"
"25112";"Sí - Sí";"158";"83,60"
"25112";"Sí - No";"16";"8,47"
"25112";"Sí - En blanc";"3";"1,59"
"25112";"No";"4";"2,12"
"25112";"En blanc";"5";"2,65"
"25112";"Altres";"3";"1,59"
"25134";"Sí - Sí";"363";"87,89"
"25134";"Sí - No";"19";"4,60"
"25134";"Sí - En blanc";"11";"2,66"
"25134";"No";"13";"3,15"
"25134";"En blanc";"3";",73"
"25134";"Altres";"4";",97"
"25138";"Sí - Sí";"344";"90,05"
"25138";"Sí - No";"17";"4,45"
"25138";"Sí - En blanc";"3";",79"
"25138";"No";"9";"2,36"
"25138";"En blanc";"3";",79"
"25138";"Altres";"6";"1,57"
"25150";"Sí - Sí";"95";"92,23"
"25150";"Sí - No";"2";"1,94"
"25150";"Sí - En blanc";"2";"1,94"
"25150";"No";"0";",00"
"25150";"En blanc";"3";"2,91"
"25150";"Altres";"1";",97"
"25156";"Sí - Sí";"408";"91,48"
"25156";"Sí - No";"18";"4,04"
"25156";"Sí - En blanc";"3";",67"
"25156";"No";"10";"2,24"
"25156";"En blanc";"1";",22"
"25156";"Altres";"6";"1,35"
"25164";"Sí - Sí";"252";"90,32"
"25164";"Sí - No";"9";"3,23"
"25164";"Sí - En blanc";"3";"1,08"
"25164";"No";"4";"1,43"
"25164";"En blanc";"3";"1,08"
"25164";"Altres";"8";"2,87"
"25172";"Sí - Sí";"1164";"88,58"
"25172";"Sí - No";"47";"3,58"
"25172";"Sí - En blanc";"18";"1,37"
"25172";"No";"26";"1,98"
"25172";"En blanc";"21";"1,60"
"25172";"Altres";"38";"2,89"
"25177";"Sí - Sí";"207";"90,39"
"25177";"Sí - No";"6";"2,62"
"25177";"Sí - En blanc";"1";",44"
"25177";"No";"6";"2,62"
"25177";"En blanc";"2";",87"
"25177";"Altres";"7";"3,06"
"25035";"Sí - Sí";"209";"86,72"
"25035";"Sí - No";"10";"4,15"
"25035";"Sí - En blanc";"3";"1,24"
"25035";"No";"8";"3,32"
"25035";"En blanc";"4";"1,66"
"25035";"Altres";"7";"2,90"
"25220";"Sí - Sí";"626";"89,05"
"25220";"Sí - No";"29";"4,13"
"25220";"Sí - En blanc";"10";"1,42"
"25220";"No";"18";"2,56"
"25220";"En blanc";"9";"1,28"
"25220";"Altres";"11";"1,56"
"25222";"Sí - Sí";"21";"91,30"
"25222";"Sí - No";"0";",00"
"25222";"Sí - En blanc";"0";",00"
"25222";"No";"0";",00"
"25222";"En blanc";"0";",00"
"25222";"Altres";"2";"8,70"
"25231";"Sí - Sí";"288";"87,27"
"25231";"Sí - No";"8";"2,42"
"25231";"Sí - En blanc";"6";"1,82"
"25231";"No";"8";"2,42"
"25231";"En blanc";"6";"1,82"
"25231";"Altres";"14";"4,24"
"25240";"Sí - Sí";"672";"85,28"
"25240";"Sí - No";"59";"7,49"
"25240";"Sí - En blanc";"6";",76"
"25240";"No";"19";"2,41"
"25240";"En blanc";"8";"1,02"
"25240";"Altres";"24";"3,05"
"25249";"Sí - Sí";"110";"91,67"
"25249";"Sí - No";"5";"4,17"
"25249";"Sí - En blanc";"1";",83"
"25249";"No";"0";",00"
"25249";"En blanc";"1";",83"
"25249";"Altres";"3";"2,50"
"25250";"Sí - Sí";"209";"91,27"
"25250";"Sí - No";"5";"2,18"
"25250";"Sí - En blanc";"2";",87"
"25250";"No";"1";",44"
"25250";"En blanc";"8";"3,49"
"25250";"Altres";"4";"1,75"
"08004";"Sí - Sí";"170";"96,05"
"08004";"Sí - No";"0";",00"
"08004";"Sí - En blanc";"2";"1,13"
"08004";"No";"2";"1,13"
"08004";"En blanc";"2";"1,13"
"08004";"Altres";"1";",56"
"08017";"Sí - Sí";"1418";"85,68"
"08017";"Sí - No";"89";"5,38"
"08017";"Sí - En blanc";"21";"1,27"
"08017";"No";"56";"3,38"
"08017";"En blanc";"14";",85"
"08017";"Altres";"57";"3,44"
"08026";"Sí - Sí";"123";"95,35"
"08026";"Sí - No";"3";"2,33"
"08026";"Sí - En blanc";"1";",78"
"08026";"No";"0";",00"
"08026";"En blanc";"0";",00"
"08026";"Altres";"2";"1,55"
"08037";"Sí - Sí";"1334";"93,61"
"08037";"Sí - No";"37";"2,60"
"08037";"Sí - En blanc";"10";",70"
"08037";"No";"16";"1,12"
"08037";"En blanc";"9";",63"
"08037";"Altres";"19";"1,33"
"08067";"Sí - Sí";"3271";"90,96"
"08067";"Sí - No";"146";"4,06"
"08067";"Sí - En blanc";"25";",70"
"08067";"No";"57";"1,59"
"08067";"En blanc";"22";",61"
"08067";"Altres";"75";"2,09"
"08070";"Sí - Sí";"187";"92,57"
"08070";"Sí - No";"12";"5,94"
"08070";"Sí - En blanc";"2";",99"
"08070";"No";"0";",00"
"08070";"En blanc";"0";",00"
"08070";"Altres";"1";",50"
"17063";"Sí - Sí";"117";"92,86"
"17063";"Sí - No";"2";"1,59"
"17063";"Sí - En blanc";"2";"1,59"
"17063";"No";"3";"2,38"
"17063";"En blanc";"1";",79"
"17063";"Altres";"1";",79"
"08254";"Sí - Sí";"1358";"95,70"
"08254";"Sí - No";"19";"1,34"
"08254";"Sí - En blanc";"14";",99"
"08254";"No";"10";",70"
"08254";"En blanc";"7";",49"
"08254";"Altres";"11";",78"
"08083";"Sí - Sí";"1303";"94,76"
"08083";"Sí - No";"32";"2,33"
"08083";"Sí - En blanc";"11";",80"
"08083";"No";"8";",58"
"08083";"En blanc";"6";",44"
"08083";"Altres";"15";"1,09"
"08100";"Sí - Sí";"1520";"94,41"
"08100";"Sí - No";"39";"2,42"
"08100";"Sí - En blanc";"8";",50"
"08100";"No";"14";",87"
"08100";"En blanc";"3";",19"
"08100";"Altres";"26";"1,61"
"08109";"Sí - Sí";"160";"96,39"
"08109";"Sí - No";"3";"1,81"
"08109";"Sí - En blanc";"1";",60"
"08109";"No";"0";",00"
"08109";"En blanc";"1";",60"
"08109";"Altres";"1";",60"
"08111";"Sí - Sí";"157";"93,45"
"08111";"Sí - No";"5";"2,98"
"08111";"Sí - En blanc";"2";"1,19"
"08111";"No";"2";"1,19"
"08111";"En blanc";"0";",00"
"08111";"Altres";"2";"1,19"
"08112";"Sí - Sí";"6855";"89,71"
"08112";"Sí - No";"382";"5,00"
"08112";"Sí - En blanc";"52";",68"
"08112";"No";"133";"1,74"
"08112";"En blanc";"52";",68"
"08112";"Altres";"167";"2,19"
"08116";"Sí - Sí";"437";"92,58"
"08116";"Sí - No";"17";"3,60"
"08116";"Sí - En blanc";"4";",85"
"08116";"No";"6";"1,27"
"08116";"En blanc";"0";",00"
"08116";"Altres";"8";"1,69"
"08117";"Sí - Sí";"1469";"90,90"
"08117";"Sí - No";"67";"4,15"
"08117";"Sí - En blanc";"10";",62"
"08117";"No";"11";",68"
"08117";"En blanc";"11";",68"
"08117";"Altres";"48";"2,97"
"08131";"Sí - Sí";"443";"93,07"
"08131";"Sí - No";"10";"2,10"
"08131";"Sí - En blanc";"5";"1,05"
"08131";"No";"2";",42"
"08131";"En blanc";"5";"1,05"
"08131";"Altres";"11";"2,31"
"08129";"Sí - Sí";"287";"92,28"
"08129";"Sí - No";"14";"4,50"
"08129";"Sí - En blanc";"1";",32"
"08129";"No";"4";"1,29"
"08129";"En blanc";"1";",32"
"08129";"Altres";"4";"1,29"
"08149";"Sí - Sí";"675";"92,09"
"08149";"Sí - No";"16";"2,18"
"08149";"Sí - En blanc";"14";"1,91"
"08149";"No";"10";"1,36"
"08149";"En blanc";"9";"1,23"
"08149";"Altres";"9";"1,23"
"08150";"Sí - Sí";"158";"91,86"
"08150";"Sí - No";"10";"5,81"
"08150";"Sí - En blanc";"0";",00"
"08150";"No";"1";",58"
"08150";"En blanc";"1";",58"
"08150";"Altres";"2";"1,16"
"08151";"Sí - Sí";"351";"93,60"
"08151";"Sí - No";"5";"1,33"
"08151";"Sí - En blanc";"3";",80"
"08151";"No";"3";",80"
"08151";"En blanc";"7";"1,87"
"08151";"Altres";"6";"1,60"
"08160";"Sí - Sí";"223";"91,02"
"08160";"Sí - No";"4";"1,63"
"08160";"Sí - En blanc";"5";"2,04"
"08160";"No";"3";"1,22"
"08160";"En blanc";"2";",82"
"08160";"Altres";"8";"3,27"
"08171";"Sí - Sí";"1420";"91,44"
"08171";"Sí - No";"33";"2,12"
"08171";"Sí - En blanc";"25";"1,61"
"08171";"No";"17";"1,09"
"08171";"En blanc";"11";",71"
"08171";"Altres";"47";"3,03"
"08183";"Sí - Sí";"2807";"91,28"
"08183";"Sí - No";"121";"3,93"
"08183";"Sí - En blanc";"25";",81"
"08183";"No";"40";"1,30"
"08183";"En blanc";"14";",46"
"08183";"Altres";"68";"2,21"
"08901";"Sí - Sí";"184";"91,54"
"08901";"Sí - No";"4";"1,99"
"08901";"Sí - En blanc";"4";"1,99"
"08901";"No";"0";",00"
"08901";"En blanc";"0";",00"
"08901";"Altres";"9";"4,48"
"08195";"Sí - Sí";"62";"92,54"
"08195";"Sí - No";"0";",00"
"08195";"Sí - En blanc";"2";"2,99"
"08195";"No";"0";",00"
"08195";"En blanc";"2";"2,99"
"08195";"Altres";"1";"1,49"
"08199";"Sí - Sí";"409";"87,21"
"08199";"Sí - No";"25";"5,33"
"08199";"Sí - En blanc";"6";"1,28"
"08199";"No";"12";"2,56"
"08199";"En blanc";"8";"1,71"
"08199";"Altres";"9";"1,92"
"08201";"Sí - Sí";"304";"95,00"
"08201";"Sí - No";"2";",63"
"08201";"Sí - En blanc";"6";"1,88"
"08201";"No";"3";",94"
"08201";"En blanc";"4";"1,25"
"08201";"Altres";"1";",31"
"08215";"Sí - Sí";"1646";"92,58"
"08215";"Sí - No";"47";"2,64"
"08215";"Sí - En blanc";"23";"1,29"
"08215";"No";"26";"1,46"
"08215";"En blanc";"10";",56"
"08215";"Altres";"26";"1,46"
"08220";"Sí - Sí";"1843";"95,39"
"08220";"Sí - No";"51";"2,64"
"08220";"Sí - En blanc";"7";",36"
"08220";"No";"7";",36"
"08220";"En blanc";"12";",62"
"08220";"Altres";"12";",62"
"08225";"Sí - Sí";"70";"97,22"
"08225";"Sí - No";"0";",00"
"08225";"Sí - En blanc";"1";"1,39"
"08225";"No";"0";",00"
"08225";"En blanc";"0";",00"
"08225";"Altres";"1";"1,39"
"08224";"Sí - Sí";"409";"87,77"
"08224";"Sí - No";"27";"5,79"
"08224";"Sí - En blanc";"3";",64"
"08224";"No";"11";"2,36"
"08224";"En blanc";"8";"1,72"
"08224";"Altres";"8";"1,72"
"08233";"Sí - Sí";"1303";"92,74"
"08233";"Sí - No";"36";"2,56"
"08233";"Sí - En blanc";"11";",78"
"08233";"No";"16";"1,14"
"08233";"En blanc";"10";",71"
"08233";"Altres";"29";"2,06"
"08237";"Sí - Sí";"1081";"89,71"
"08237";"Sí - No";"59";"4,90"
"08237";"Sí - En blanc";"10";",83"
"08237";"No";"13";"1,08"
"08237";"En blanc";"10";",83"
"08237";"Altres";"32";"2,66"
"08241";"Sí - Sí";"51";"94,44"
"08241";"Sí - No";"2";"3,70"
"08241";"Sí - En blanc";"0";",00"
"08241";"No";"0";",00"
"08241";"En blanc";"0";",00"
"08241";"Altres";"1";"1,85"
"08265";"Sí - Sí";"1112";"93,92"
"08265";"Sí - No";"32";"2,70"
"08265";"Sí - En blanc";"13";"1,10"
"08265";"No";"9";",76"
"08265";"En blanc";"6";",51"
"08265";"Altres";"12";"1,01"
"08243";"Sí - Sí";"140";"95,89"
"08243";"Sí - No";"3";"2,05"
"08243";"Sí - En blanc";"2";"1,37"
"08243";"No";"0";",00"
"08243";"En blanc";"0";",00"
"08243";"Altres";"1";",68"
"08246";"Sí - Sí";"1233";"95,07"
"08246";"Sí - No";"20";"1,54"
"08246";"Sí - En blanc";"9";",69"
"08246";"No";"10";",77"
"08246";"En blanc";"7";",54"
"08246";"Altres";"18";"1,39"
"08247";"Sí - Sí";"650";"96,44"
"08247";"Sí - No";"9";"1,34"
"08247";"Sí - En blanc";"0";",00"
"08247";"No";"6";",89"
"08247";"En blanc";"3";",45"
"08247";"Altres";"6";",89"
"08253";"Sí - Sí";"113";"98,26"
"08253";"Sí - No";"1";",87"
"08253";"Sí - En blanc";"0";",00"
"08253";"No";"0";",00"
"08253";"En blanc";"1";",87"
"08253";"Altres";"0";",00"
"08269";"Sí - Sí";"1694";"93,85"
"08269";"Sí - No";"50";"2,77"
"08269";"Sí - En blanc";"11";",61"
"08269";"No";"20";"1,11"
"08269";"En blanc";"10";",55"
"08269";"Altres";"20";"1,11"
"08271";"Sí - Sí";"49";"100,00"
"08271";"Sí - No";"0";",00"
"08271";"Sí - En blanc";"0";",00"
"08271";"No";"0";",00"
"08271";"En blanc";"0";",00"
"08271";"Altres";"0";",00"
"08272";"Sí - Sí";"122";"95,31"
"08272";"Sí - No";"2";"1,56"
"08272";"Sí - En blanc";"0";",00"
"08272";"No";"2";"1,56"
"08272";"En blanc";"1";",78"
"08272";"Altres";"1";",78"
"08278";"Sí - Sí";"3397";"94,15"
"08278";"Sí - No";"104";"2,88"
"08278";"Sí - En blanc";"15";",42"
"08278";"No";"28";",78"
"08278";"En blanc";"22";",61"
"08278";"Altres";"42";"1,16"
"08275";"Sí - Sí";"172";"93,48"
"08275";"Sí - No";"6";"3,26"
"08275";"Sí - En blanc";"0";",00"
"08275";"No";"1";",54"
"08275";"En blanc";"4";"2,17"
"08275";"Altres";"1";",54"
"08280";"Sí - Sí";"73";"96,05"
"08280";"Sí - No";"2";"2,63"
"08280";"Sí - En blanc";"0";",00"
"08280";"No";"0";",00"
"08280";"En blanc";"0";",00"
"08280";"Altres";"1";"1,32"
"08283";"Sí - Sí";"3515";"89,53"
"08283";"Sí - No";"160";"4,08"
"08283";"Sí - En blanc";"38";",97"
"08283";"No";"122";"3,11"
"08283";"En blanc";"23";",59"
"08283";"Altres";"68";"1,73"
"08285";"Sí - Sí";"6024";"91,12"
"08285";"Sí - No";"257";"3,89"
"08285";"Sí - En blanc";"50";",76"
"08285";"No";"123";"1,86"
"08285";"En blanc";"36";",54"
"08285";"Altres";"121";"1,83"
"08298";"Sí - Sí";"15499";"92,07"
"08298";"Sí - No";"628";"3,73"
"08298";"Sí - En blanc";"86";",51"
"08298";"No";"258";"1,53"
"08298";"En blanc";"80";",48"
"08298";"Altres";"283";"1,68"
"17212";"Sí - Sí";"107";"92,24"
"17212";"Sí - No";"0";",00"
"17212";"Sí - En blanc";"1";",86"
"17212";"No";"3";"2,59"
"17212";"En blanc";"2";"1,72"
"17212";"Altres";"3";"2,59"
"17220";"Sí - Sí";"544";"93,47"
"17220";"Sí - No";"16";"2,75"
"17220";"Sí - En blanc";"3";",52"
"17220";"No";"6";"1,03"
"17220";"En blanc";"0";",00"
"17220";"Altres";"13";"2,23"
"08303";"Sí - Sí";"184";"91,09"
"08303";"Sí - No";"7";"3,47"
"08303";"Sí - En blanc";"4";"1,98"
"08303";"No";"2";",99"
"08303";"En blanc";"4";"1,98"
"08303";"Altres";"1";",50"
"25001";"Sí - Sí";"64";"92,75"
"25001";"Sí - No";"3";"4,35"
"25001";"Sí - En blanc";"0";",00"
"25001";"No";"0";",00"
